,name,tags,state,_runtime,_step,_timestamp,_wandb,inference_time,taxonomy_mapping_based,training_time,group,system,scenario,base_scenario,database_name,sql_file_path,meta_file_path,groundtruth_mapping_path,m_attr_f1,m_attr_precision,m_attr_recall,m_cls_f1,m_cls_precision,m_cls_recall,m_rel_f1,m_rel_precision,m_rel_recall,n_attr_f1,n_attr_precision,n_attr_recall,n_cls_f1,n_cls_precision,n_cls_recall,n_rel_f1,n_rel_precision,n_rel_recall
0,fallen-aardvark-210,first_run,finished,8.253412961959839,2,1731574037.448447,{'runtime': 7},0.9656808376312256,"{'f1': 1, 'precision': 1, 'recall': 1}",0,attributes,rdb2onto,receipt,fk_pk_descriptive,attributes__fk_pk_descriptive__receipt,train_data/attributes/fk_pk_descriptive/receipt/schema.sql,/Users/lukaslaskowski/Documents/HPI/KG/ontology_mappings/rdb2ontology/evaluator/mapping_parser/d2rq_mapping/base_meta.json,train_data/attributes/fk_pk_descriptive/receipt/mapping.json,0.8,1.0,0.6666666666666666,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
1,spring-terrain-211,first_run,finished,7.622882127761841,2,1731574050.572802,{'runtime': 6},0.6246976852416992,"{'f1': 0, 'precision': 0, 'recall': 0}",0,attributes,d2rmapper,receipt,fk_pk_descriptive,attributes__fk_pk_descriptive__receipt,train_data/attributes/fk_pk_descriptive/receipt/schema.sql,/Users/lukaslaskowski/Documents/HPI/KG/ontology_mappings/rdb2ontology/evaluator/mapping_parser/d2rq_mapping/base_meta.json,train_data/attributes/fk_pk_descriptive/receipt/mapping.json,0.8,1.0,0.6666666666666666,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
2,effortless-plant-212,first_run,finished,9.050039768218994,2,1731574065.2521029,{'runtime': 7},0.8820040225982666,"{'f1': 0, 'precision': 0, 'recall': 0}",0,attributes,rdb2onto,adult,table_checks,attributes__table_checks__adult,train_data/attributes/table_checks/adult/schema.sql,/Users/lukaslaskowski/Documents/HPI/KG/ontology_mappings/rdb2ontology/evaluator/mapping_parser/d2rq_mapping/base_meta.json,train_data/attributes/table_checks/adult/mapping.json,0.8,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
3,wandering-breeze-213,first_run,finished,9.223698139190674,2,1731574079.6352031,{'runtime': 6},0.6042740345001221,"{'f1': 0, 'precision': 0, 'recall': 0}",0,attributes,d2rmapper,adult,table_checks,attributes__table_checks__adult,train_data/attributes/table_checks/adult/schema.sql,/Users/lukaslaskowski/Documents/HPI/KG/ontology_mappings/rdb2ontology/evaluator/mapping_parser/d2rq_mapping/base_meta.json,train_data/attributes/table_checks/adult/mapping.json,0.6666666666666666,1.0,0.5,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
4,lucky-firefly-214,first_run,finished,9.11941385269165,2,1731574094.5181298,{'runtime': 6},0.7866129875183105,"{'f1': 0, 'precision': 0, 'recall': 0}",0,basic,rdb2onto,person,attributes,basic__attributes__person,train_data/basic/attributes/person/schema.sql,/Users/lukaslaskowski/Documents/HPI/KG/ontology_mappings/rdb2ontology/evaluator/mapping_parser/d2rq_mapping/base_meta.json,train_data/basic/attributes/person/mapping.json,0.8571428571428571,1.0,0.75,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
5,misunderstood-vortex-215,first_run,finished,7.689755916595459,2,1731574107.9026089,{'runtime': 6},0.6153719425201416,"{'f1': 0, 'precision': 0, 'recall': 0}",0,basic,d2rmapper,person,attributes,basic__attributes__person,train_data/basic/attributes/person/schema.sql,/Users/lukaslaskowski/Documents/HPI/KG/ontology_mappings/rdb2ontology/evaluator/mapping_parser/d2rq_mapping/base_meta.json,train_data/basic/attributes/person/mapping.json,0.7499999999999999,1.0,0.6,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
6,spring-star-216,first_run,finished,8.057058095932007,2,1731574121.202209,{'runtime': 6},0.8414628505706787,"{'f1': 0, 'precision': 0, 'recall': 0}",0,basic,rdb2onto,movie_director_simple,relationship,basic__relationship__movie_director_simple,train_data/basic/relationship/movie_director_simple/schema.sql,/Users/lukaslaskowski/Documents/HPI/KG/ontology_mappings/rdb2ontology/evaluator/mapping_parser/d2rq_mapping/base_meta.json,train_data/basic/relationship/movie_director_simple/mapping.json,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
7,fast-leaf-217,first_run,finished,7.4248270988464355,2,1731574133.565796,{'runtime': 5},0.5812339782714844,"{'f1': 1, 'precision': 1, 'recall': 1}",0,basic,d2rmapper,movie_director_simple,relationship,basic__relationship__movie_director_simple,train_data/basic/relationship/movie_director_simple/schema.sql,/Users/lukaslaskowski/Documents/HPI/KG/ontology_mappings/rdb2ontology/evaluator/mapping_parser/d2rq_mapping/base_meta.json,train_data/basic/relationship/movie_director_simple/mapping.json,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
8,hearty-cherry-218,first_run,finished,8.111888885498047,2,1731574148.096659,{'runtime': 6},0.9204018115997314,"{'f1': 0, 'precision': 0, 'recall': 0}",0,basic,rdb2onto,movie_director_with_attributes,relationship,basic__relationship__movie_director_with_attributes,train_data/basic/relationship/movie_director_with_attributes/schema.sql,/Users/lukaslaskowski/Documents/HPI/KG/ontology_mappings/rdb2ontology/evaluator/mapping_parser/d2rq_mapping/base_meta.json,train_data/basic/relationship/movie_director_with_attributes/mapping.json,0.8,1.0,0.6666666666666666,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
9,sparkling-wood-219,first_run,finished,8.419111013412476,2,1731574161.291677,{'runtime': 6},0.6424980163574219,"{'f1': 0, 'precision': 0, 'recall': 0}",0,basic,d2rmapper,movie_director_with_attributes,relationship,basic__relationship__movie_director_with_attributes,train_data/basic/relationship/movie_director_with_attributes/schema.sql,/Users/lukaslaskowski/Documents/HPI/KG/ontology_mappings/rdb2ontology/evaluator/mapping_parser/d2rq_mapping/base_meta.json,train_data/basic/relationship/movie_director_with_attributes/mapping.json,0.8,1.0,0.6666666666666666,0.5,0.5,0.5,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0
